image_path,alpha_path
data\train_processed\images\00000347.png,data\train_processed\alpha\00000347.png
data\train_processed\images\00000386.png,data\train_processed\alpha\00000386.png
data\train_processed\images\00001024.png,data\train_processed\alpha\00001024.png
data\train_processed\images\00000894.png,data\train_processed\alpha\00000894.png
data\train_processed\images\00000828.png,data\train_processed\alpha\00000828.png
data\train_processed\images\00001890.png,data\train_processed\alpha\00001890.png
data\train_processed\images\00000475.png,data\train_processed\alpha\00000475.png
data\train_processed\images\00001468.png,data\train_processed\alpha\00001468.png
data\train_processed\images\00001781.png,data\train_processed\alpha\00001781.png
data\train_processed\images\00001394.png,data\train_processed\alpha\00001394.png
data\train_processed\images\00000652.png,data\train_processed\alpha\00000652.png
data\train_processed\images\00000172.png,data\train_processed\alpha\00000172.png
data\train_processed\images\00001149.png,data\train_processed\alpha\00001149.png
data\train_processed\images\00000038.png,data\train_processed\alpha\00000038.png
data\train_processed\images\00000713.png,data\train_processed\alpha\00000713.png
data\train_processed\images\00000090.png,data\train_processed\alpha\00000090.png
data\train_processed\images\00001934.png,data\train_processed\alpha\00001934.png
data\train_processed\images\00001205.png,data\train_processed\alpha\00001205.png
data\train_processed\images\00000875.png,data\train_processed\alpha\00000875.png
data\train_processed\images\00001718.png,data\train_processed\alpha\00001718.png
data\train_processed\images\00001887.png,data\train_processed\alpha\00001887.png
data\train_processed\images\00001093.png,data\train_processed\alpha\00001093.png
data\train_processed\images\00001155.png,data\train_processed\alpha\00001155.png
data\train_processed\images\00001361.png,data\train_processed\alpha\00001361.png
data\train_processed\images\00001956.png,data\train_processed\alpha\00001956.png
data\train_processed\images\00000499.png,data\train_processed\alpha\00000499.png
data\train_processed\images\00000338.png,data\train_processed\alpha\00000338.png
data\train_processed\images\00001188.png,data\train_processed\alpha\00001188.png
data\train_processed\images\00000028.png,data\train_processed\alpha\00000028.png
data\train_processed\images\00001217.png,data\train_processed\alpha\00001217.png
data\train_processed\images\00001323.png,data\train_processed\alpha\00001323.png
data\train_processed\images\00001818.png,data\train_processed\alpha\00001818.png
data\train_processed\images\00000945.png,data\train_processed\alpha\00000945.png
data\train_processed\images\00000169.png,data\train_processed\alpha\00000169.png
data\train_processed\images\00001402.png,data\train_processed\alpha\00001402.png
data\train_processed\images\00001197.png,data\train_processed\alpha\00001197.png
data\train_processed\images\00001253.png,data\train_processed\alpha\00001253.png
data\train_processed\images\00001780.png,data\train_processed\alpha\00001780.png
data\train_processed\images\00000912.png,data\train_processed\alpha\00000912.png
data\train_processed\images\00000491.png,data\train_processed\alpha\00000491.png
data\train_processed\images\00000953.png,data\train_processed\alpha\00000953.png
data\train_processed\images\00001097.png,data\train_processed\alpha\00001097.png
data\train_processed\images\00001032.png,data\train_processed\alpha\00001032.png
data\train_processed\images\00000587.png,data\train_processed\alpha\00000587.png
data\train_processed\images\00000750.png,data\train_processed\alpha\00000750.png
data\train_processed\images\00000657.png,data\train_processed\alpha\00000657.png
data\train_processed\images\00000234.png,data\train_processed\alpha\00000234.png
data\train_processed\images\00000732.png,data\train_processed\alpha\00000732.png
data\train_processed\images\00001986.png,data\train_processed\alpha\00001986.png
data\train_processed\images\00001630.png,data\train_processed\alpha\00001630.png
data\train_processed\images\00001156.png,data\train_processed\alpha\00001156.png
data\train_processed\images\00001467.png,data\train_processed\alpha\00001467.png
data\train_processed\images\00001422.png,data\train_processed\alpha\00001422.png
data\train_processed\images\00001625.png,data\train_processed\alpha\00001625.png
data\train_processed\images\00000934.png,data\train_processed\alpha\00000934.png
data\train_processed\images\00001209.png,data\train_processed\alpha\00001209.png
data\train_processed\images\00001065.png,data\train_processed\alpha\00001065.png
data\train_processed\images\00000108.png,data\train_processed\alpha\00000108.png
data\train_processed\images\00001540.png,data\train_processed\alpha\00001540.png
data\train_processed\images\00000568.png,data\train_processed\alpha\00000568.png
data\train_processed\images\00001167.png,data\train_processed\alpha\00001167.png
data\train_processed\images\00001174.png,data\train_processed\alpha\00001174.png
data\train_processed\images\00000890.png,data\train_processed\alpha\00000890.png
data\train_processed\images\00000947.png,data\train_processed\alpha\00000947.png
data\train_processed\images\00001048.png,data\train_processed\alpha\00001048.png
data\train_processed\images\00001350.png,data\train_processed\alpha\00001350.png
data\train_processed\images\00001475.png,data\train_processed\alpha\00001475.png
data\train_processed\images\00001444.png,data\train_processed\alpha\00001444.png
data\train_processed\images\00000884.png,data\train_processed\alpha\00000884.png
data\train_processed\images\00001670.png,data\train_processed\alpha\00001670.png
data\train_processed\images\00000850.png,data\train_processed\alpha\00000850.png
data\train_processed\images\00000734.png,data\train_processed\alpha\00000734.png
data\train_processed\images\00000717.png,data\train_processed\alpha\00000717.png
data\train_processed\images\00000454.png,data\train_processed\alpha\00000454.png
data\train_processed\images\00000264.png,data\train_processed\alpha\00000264.png
data\train_processed\images\00000075.png,data\train_processed\alpha\00000075.png
data\train_processed\images\00001655.png,data\train_processed\alpha\00001655.png
data\train_processed\images\00000444.png,data\train_processed\alpha\00000444.png
data\train_processed\images\00000395.png,data\train_processed\alpha\00000395.png
data\train_processed\images\00000176.png,data\train_processed\alpha\00000176.png
data\train_processed\images\00001042.png,data\train_processed\alpha\00001042.png
data\train_processed\images\00001733.png,data\train_processed\alpha\00001733.png
data\train_processed\images\00001399.png,data\train_processed\alpha\00001399.png
data\train_processed\images\00001378.png,data\train_processed\alpha\00001378.png
data\train_processed\images\00000595.png,data\train_processed\alpha\00000595.png
data\train_processed\images\00000061.png,data\train_processed\alpha\00000061.png
data\train_processed\images\00001296.png,data\train_processed\alpha\00001296.png
data\train_processed\images\00000872.png,data\train_processed\alpha\00000872.png
data\train_processed\images\00001487.png,data\train_processed\alpha\00001487.png
data\train_processed\images\00001876.png,data\train_processed\alpha\00001876.png
data\train_processed\images\00000278.png,data\train_processed\alpha\00000278.png
data\train_processed\images\00000036.png,data\train_processed\alpha\00000036.png
data\train_processed\images\00001850.png,data\train_processed\alpha\00001850.png
data\train_processed\images\00000662.png,data\train_processed\alpha\00000662.png
data\train_processed\images\00001804.png,data\train_processed\alpha\00001804.png
data\train_processed\images\00001442.png,data\train_processed\alpha\00001442.png
data\train_processed\images\00000977.png,data\train_processed\alpha\00000977.png
data\train_processed\images\00001569.png,data\train_processed\alpha\00001569.png
data\train_processed\images\00000738.png,data\train_processed\alpha\00000738.png
data\train_processed\images\00000191.png,data\train_processed\alpha\00000191.png
data\train_processed\images\00000919.png,data\train_processed\alpha\00000919.png
data\train_processed\images\00000456.png,data\train_processed\alpha\00000456.png
data\train_processed\images\00000675.png,data\train_processed\alpha\00000675.png
data\train_processed\images\00000760.png,data\train_processed\alpha\00000760.png
data\train_processed\images\00001805.png,data\train_processed\alpha\00001805.png
data\train_processed\images\00001600.png,data\train_processed\alpha\00001600.png
data\train_processed\images\00000728.png,data\train_processed\alpha\00000728.png
data\train_processed\images\00000412.png,data\train_processed\alpha\00000412.png
data\train_processed\images\00001098.png,data\train_processed\alpha\00001098.png
data\train_processed\images\00000825.png,data\train_processed\alpha\00000825.png
data\train_processed\images\00001494.png,data\train_processed\alpha\00001494.png
data\train_processed\images\00000616.png,data\train_processed\alpha\00000616.png
data\train_processed\images\00000114.png,data\train_processed\alpha\00000114.png
data\train_processed\images\00000417.png,data\train_processed\alpha\00000417.png
data\train_processed\images\00001908.png,data\train_processed\alpha\00001908.png
data\train_processed\images\00000969.png,data\train_processed\alpha\00000969.png
data\train_processed\images\00000604.png,data\train_processed\alpha\00000604.png
data\train_processed\images\00001916.png,data\train_processed\alpha\00001916.png
data\train_processed\images\00000089.png,data\train_processed\alpha\00000089.png
data\train_processed\images\00000848.png,data\train_processed\alpha\00000848.png
data\train_processed\images\00001517.png,data\train_processed\alpha\00001517.png
data\train_processed\images\00001915.png,data\train_processed\alpha\00001915.png
data\train_processed\images\00000753.png,data\train_processed\alpha\00000753.png
data\train_processed\images\00000498.png,data\train_processed\alpha\00000498.png
data\train_processed\images\00001276.png,data\train_processed\alpha\00001276.png
data\train_processed\images\00001325.png,data\train_processed\alpha\00001325.png
data\train_processed\images\00000011.png,data\train_processed\alpha\00000011.png
data\train_processed\images\00000396.png,data\train_processed\alpha\00000396.png
data\train_processed\images\00000284.png,data\train_processed\alpha\00000284.png
data\train_processed\images\00001066.png,data\train_processed\alpha\00001066.png
data\train_processed\images\00001191.png,data\train_processed\alpha\00001191.png
data\train_processed\images\00001742.png,data\train_processed\alpha\00001742.png
data\train_processed\images\00000690.png,data\train_processed\alpha\00000690.png
data\train_processed\images\00001629.png,data\train_processed\alpha\00001629.png
data\train_processed\images\00001873.png,data\train_processed\alpha\00001873.png
data\train_processed\images\00000689.png,data\train_processed\alpha\00000689.png
data\train_processed\images\00000851.png,data\train_processed\alpha\00000851.png
data\train_processed\images\00000159.png,data\train_processed\alpha\00000159.png
data\train_processed\images\00000895.png,data\train_processed\alpha\00000895.png
data\train_processed\images\00001573.png,data\train_processed\alpha\00001573.png
data\train_processed\images\00000257.png,data\train_processed\alpha\00000257.png
data\train_processed\images\00000335.png,data\train_processed\alpha\00000335.png
data\train_processed\images\00001877.png,data\train_processed\alpha\00001877.png
data\train_processed\images\00001039.png,data\train_processed\alpha\00001039.png
data\train_processed\images\00000515.png,data\train_processed\alpha\00000515.png
data\train_processed\images\00001348.png,data\train_processed\alpha\00001348.png
data\train_processed\images\00001015.png,data\train_processed\alpha\00001015.png
data\train_processed\images\00000768.png,data\train_processed\alpha\00000768.png
data\train_processed\images\00001744.png,data\train_processed\alpha\00001744.png
data\train_processed\images\00000761.png,data\train_processed\alpha\00000761.png
data\train_processed\images\00001246.png,data\train_processed\alpha\00001246.png
data\train_processed\images\00001203.png,data\train_processed\alpha\00001203.png
data\train_processed\images\00001465.png,data\train_processed\alpha\00001465.png
data\train_processed\images\00001981.png,data\train_processed\alpha\00001981.png
data\train_processed\images\00000521.png,data\train_processed\alpha\00000521.png
data\train_processed\images\00000022.png,data\train_processed\alpha\00000022.png
data\train_processed\images\00000356.png,data\train_processed\alpha\00000356.png
data\train_processed\images\00001277.png,data\train_processed\alpha\00001277.png
data\train_processed\images\00001312.png,data\train_processed\alpha\00001312.png
data\train_processed\images\00001680.png,data\train_processed\alpha\00001680.png
data\train_processed\images\00000340.png,data\train_processed\alpha\00000340.png
data\train_processed\images\00000431.png,data\train_processed\alpha\00000431.png
data\train_processed\images\00000473.png,data\train_processed\alpha\00000473.png
data\train_processed\images\00000217.png,data\train_processed\alpha\00000217.png
data\train_processed\images\00000911.png,data\train_processed\alpha\00000911.png
data\train_processed\images\00001227.png,data\train_processed\alpha\00001227.png
data\train_processed\images\00001594.png,data\train_processed\alpha\00001594.png
data\train_processed\images\00001011.png,data\train_processed\alpha\00001011.png
data\train_processed\images\00001947.png,data\train_processed\alpha\00001947.png
data\train_processed\images\00000093.png,data\train_processed\alpha\00000093.png
data\train_processed\images\00001008.png,data\train_processed\alpha\00001008.png
data\train_processed\images\00001070.png,data\train_processed\alpha\00001070.png
data\train_processed\images\00001092.png,data\train_processed\alpha\00001092.png
data\train_processed\images\00001583.png,data\train_processed\alpha\00001583.png
data\train_processed\images\00001308.png,data\train_processed\alpha\00001308.png
data\train_processed\images\00000696.png,data\train_processed\alpha\00000696.png
data\train_processed\images\00001790.png,data\train_processed\alpha\00001790.png
data\train_processed\images\00000996.png,data\train_processed\alpha\00000996.png
data\train_processed\images\00000153.png,data\train_processed\alpha\00000153.png
data\train_processed\images\00001099.png,data\train_processed\alpha\00001099.png
data\train_processed\images\00001716.png,data\train_processed\alpha\00001716.png
data\train_processed\images\00001995.png,data\train_processed\alpha\00001995.png
data\train_processed\images\00000789.png,data\train_processed\alpha\00000789.png
data\train_processed\images\00000580.png,data\train_processed\alpha\00000580.png
data\train_processed\images\00000703.png,data\train_processed\alpha\00000703.png
data\train_processed\images\00001212.png,data\train_processed\alpha\00001212.png
data\train_processed\images\00001295.png,data\train_processed\alpha\00001295.png
data\train_processed\images\00001681.png,data\train_processed\alpha\00001681.png
data\train_processed\images\00001260.png,data\train_processed\alpha\00001260.png
data\train_processed\images\00000487.png,data\train_processed\alpha\00000487.png
data\train_processed\images\00000559.png,data\train_processed\alpha\00000559.png
data\train_processed\images\00001141.png,data\train_processed\alpha\00001141.png
data\train_processed\images\00001119.png,data\train_processed\alpha\00001119.png
data\train_processed\images\00000801.png,data\train_processed\alpha\00000801.png
data\train_processed\images\00000512.png,data\train_processed\alpha\00000512.png
data\train_processed\images\00000633.png,data\train_processed\alpha\00000633.png
data\train_processed\images\00001476.png,data\train_processed\alpha\00001476.png
data\train_processed\images\00001785.png,data\train_processed\alpha\00001785.png
data\train_processed\images\00001543.png,data\train_processed\alpha\00001543.png
data\train_processed\images\00001150.png,data\train_processed\alpha\00001150.png
data\train_processed\images\00000790.png,data\train_processed\alpha\00000790.png
data\train_processed\images\00000116.png,data\train_processed\alpha\00000116.png
data\train_processed\images\00000740.png,data\train_processed\alpha\00000740.png
data\train_processed\images\00001688.png,data\train_processed\alpha\00001688.png
data\train_processed\images\00001081.png,data\train_processed\alpha\00001081.png
data\train_processed\images\00000830.png,data\train_processed\alpha\00000830.png
data\train_processed\images\00000119.png,data\train_processed\alpha\00000119.png
data\train_processed\images\00000656.png,data\train_processed\alpha\00000656.png
data\train_processed\images\00001905.png,data\train_processed\alpha\00001905.png
data\train_processed\images\00000635.png,data\train_processed\alpha\00000635.png
data\train_processed\images\00000369.png,data\train_processed\alpha\00000369.png
data\train_processed\images\00000268.png,data\train_processed\alpha\00000268.png
data\train_processed\images\00000655.png,data\train_processed\alpha\00000655.png
data\train_processed\images\00000935.png,data\train_processed\alpha\00000935.png
data\train_processed\images\00000822.png,data\train_processed\alpha\00000822.png
data\train_processed\images\00000866.png,data\train_processed\alpha\00000866.png
data\train_processed\images\00000046.png,data\train_processed\alpha\00000046.png
data\train_processed\images\00001373.png,data\train_processed\alpha\00001373.png
data\train_processed\images\00001706.png,data\train_processed\alpha\00001706.png
data\train_processed\images\00000991.png,data\train_processed\alpha\00000991.png
data\train_processed\images\00000876.png,data\train_processed\alpha\00000876.png
data\train_processed\images\00000773.png,data\train_processed\alpha\00000773.png
data\train_processed\images\00001219.png,data\train_processed\alpha\00001219.png
data\train_processed\images\00001997.png,data\train_processed\alpha\00001997.png
data\train_processed\images\00000004.png,data\train_processed\alpha\00000004.png
data\train_processed\images\00001003.png,data\train_processed\alpha\00001003.png
data\train_processed\images\00001721.png,data\train_processed\alpha\00001721.png
data\train_processed\images\00000263.png,data\train_processed\alpha\00000263.png
data\train_processed\images\00001567.png,data\train_processed\alpha\00001567.png
data\train_processed\images\00001828.png,data\train_processed\alpha\00001828.png
data\train_processed\images\00000443.png,data\train_processed\alpha\00000443.png
data\train_processed\images\00001002.png,data\train_processed\alpha\00001002.png
data\train_processed\images\00001077.png,data\train_processed\alpha\00001077.png
data\train_processed\images\00000837.png,data\train_processed\alpha\00000837.png
data\train_processed\images\00001788.png,data\train_processed\alpha\00001788.png
data\train_processed\images\00000304.png,data\train_processed\alpha\00000304.png
data\train_processed\images\00001365.png,data\train_processed\alpha\00001365.png
data\train_processed\images\00001555.png,data\train_processed\alpha\00001555.png
data\train_processed\images\00000313.png,data\train_processed\alpha\00000313.png
data\train_processed\images\00000149.png,data\train_processed\alpha\00000149.png
data\train_processed\images\00001148.png,data\train_processed\alpha\00001148.png
data\train_processed\images\00001213.png,data\train_processed\alpha\00001213.png
data\train_processed\images\00000574.png,data\train_processed\alpha\00000574.png
data\train_processed\images\00000050.png,data\train_processed\alpha\00000050.png
data\train_processed\images\00001550.png,data\train_processed\alpha\00001550.png
data\train_processed\images\00000726.png,data\train_processed\alpha\00000726.png
data\train_processed\images\00000833.png,data\train_processed\alpha\00000833.png
data\train_processed\images\00001377.png,data\train_processed\alpha\00001377.png
data\train_processed\images\00001115.png,data\train_processed\alpha\00001115.png
data\train_processed\images\00001166.png,data\train_processed\alpha\00001166.png
data\train_processed\images\00000470.png,data\train_processed\alpha\00000470.png
data\train_processed\images\00000971.png,data\train_processed\alpha\00000971.png
data\train_processed\images\00000653.png,data\train_processed\alpha\00000653.png
data\train_processed\images\00000399.png,data\train_processed\alpha\00000399.png
data\train_processed\images\00000511.png,data\train_processed\alpha\00000511.png
data\train_processed\images\00000320.png,data\train_processed\alpha\00000320.png
data\train_processed\images\00000019.png,data\train_processed\alpha\00000019.png
data\train_processed\images\00000684.png,data\train_processed\alpha\00000684.png
data\train_processed\images\00000035.png,data\train_processed\alpha\00000035.png
data\train_processed\images\00000902.png,data\train_processed\alpha\00000902.png
data\train_processed\images\00001776.png,data\train_processed\alpha\00001776.png
data\train_processed\images\00000827.png,data\train_processed\alpha\00000827.png
data\train_processed\images\00001794.png,data\train_processed\alpha\00001794.png
data\train_processed\images\00000407.png,data\train_processed\alpha\00000407.png
data\train_processed\images\00000920.png,data\train_processed\alpha\00000920.png
data\train_processed\images\00000537.png,data\train_processed\alpha\00000537.png
data\train_processed\images\00000758.png,data\train_processed\alpha\00000758.png
data\train_processed\images\00001902.png,data\train_processed\alpha\00001902.png
data\train_processed\images\00001062.png,data\train_processed\alpha\00001062.png
data\train_processed\images\00001199.png,data\train_processed\alpha\00001199.png
data\train_processed\images\00000245.png,data\train_processed\alpha\00000245.png
data\train_processed\images\00001416.png,data\train_processed\alpha\00001416.png
data\train_processed\images\00001127.png,data\train_processed\alpha\00001127.png
data\train_processed\images\00000784.png,data\train_processed\alpha\00000784.png
data\train_processed\images\00001740.png,data\train_processed\alpha\00001740.png
data\train_processed\images\00000489.png,data\train_processed\alpha\00000489.png
data\train_processed\images\00000154.png,data\train_processed\alpha\00000154.png
data\train_processed\images\00000961.png,data\train_processed\alpha\00000961.png
data\train_processed\images\00000853.png,data\train_processed\alpha\00000853.png
data\train_processed\images\00001311.png,data\train_processed\alpha\00001311.png
data\train_processed\images\00000625.png,data\train_processed\alpha\00000625.png
data\train_processed\images\00000685.png,data\train_processed\alpha\00000685.png
data\train_processed\images\00001559.png,data\train_processed\alpha\00001559.png
data\train_processed\images\00000569.png,data\train_processed\alpha\00000569.png
data\train_processed\images\00001906.png,data\train_processed\alpha\00001906.png
data\train_processed\images\00000017.png,data\train_processed\alpha\00000017.png
data\train_processed\images\00000127.png,data\train_processed\alpha\00000127.png
data\train_processed\images\00001346.png,data\train_processed\alpha\00001346.png
data\train_processed\images\00001279.png,data\train_processed\alpha\00001279.png
data\train_processed\images\00001966.png,data\train_processed\alpha\00001966.png
data\train_processed\images\00000927.png,data\train_processed\alpha\00000927.png
data\train_processed\images\00000980.png,data\train_processed\alpha\00000980.png
data\train_processed\images\00001962.png,data\train_processed\alpha\00001962.png
data\train_processed\images\00000190.png,data\train_processed\alpha\00000190.png
data\train_processed\images\00001139.png,data\train_processed\alpha\00001139.png
data\train_processed\images\00000992.png,data\train_processed\alpha\00000992.png
data\train_processed\images\00001953.png,data\train_processed\alpha\00001953.png
data\train_processed\images\00001654.png,data\train_processed\alpha\00001654.png
data\train_processed\images\00000606.png,data\train_processed\alpha\00000606.png
data\train_processed\images\00000180.png,data\train_processed\alpha\00000180.png
data\train_processed\images\00000301.png,data\train_processed\alpha\00000301.png
data\train_processed\images\00000496.png,data\train_processed\alpha\00000496.png
data\train_processed\images\00001693.png,data\train_processed\alpha\00001693.png
data\train_processed\images\00001720.png,data\train_processed\alpha\00001720.png
data\train_processed\images\00001659.png,data\train_processed\alpha\00001659.png
data\train_processed\images\00001737.png,data\train_processed\alpha\00001737.png
data\train_processed\images\00000517.png,data\train_processed\alpha\00000517.png
data\train_processed\images\00001982.png,data\train_processed\alpha\00001982.png
data\train_processed\images\00001069.png,data\train_processed\alpha\00001069.png
data\train_processed\images\00000476.png,data\train_processed\alpha\00000476.png
data\train_processed\images\00000157.png,data\train_processed\alpha\00000157.png
data\train_processed\images\00001243.png,data\train_processed\alpha\00001243.png
data\train_processed\images\00001195.png,data\train_processed\alpha\00001195.png
data\train_processed\images\00000016.png,data\train_processed\alpha\00000016.png
data\train_processed\images\00001535.png,data\train_processed\alpha\00001535.png
data\train_processed\images\00001072.png,data\train_processed\alpha\00001072.png
data\train_processed\images\00001969.png,data\train_processed\alpha\00001969.png
data\train_processed\images\00000546.png,data\train_processed\alpha\00000546.png
data\train_processed\images\00001539.png,data\train_processed\alpha\00001539.png
data\train_processed\images\00000658.png,data\train_processed\alpha\00000658.png
data\train_processed\images\00001623.png,data\train_processed\alpha\00001623.png
data\train_processed\images\00001019.png,data\train_processed\alpha\00001019.png
data\train_processed\images\00001660.png,data\train_processed\alpha\00001660.png
data\train_processed\images\00001504.png,data\train_processed\alpha\00001504.png
data\train_processed\images\00000959.png,data\train_processed\alpha\00000959.png
data\train_processed\images\00001879.png,data\train_processed\alpha\00001879.png
data\train_processed\images\00000283.png,data\train_processed\alpha\00000283.png
data\train_processed\images\00000797.png,data\train_processed\alpha\00000797.png
data\train_processed\images\00001624.png,data\train_processed\alpha\00001624.png
data\train_processed\images\00000225.png,data\train_processed\alpha\00000225.png
data\train_processed\images\00000026.png,data\train_processed\alpha\00000026.png
data\train_processed\images\00001768.png,data\train_processed\alpha\00001768.png
data\train_processed\images\00000437.png,data\train_processed\alpha\00000437.png
data\train_processed\images\00001946.png,data\train_processed\alpha\00001946.png
data\train_processed\images\00001388.png,data\train_processed\alpha\00001388.png
data\train_processed\images\00000229.png,data\train_processed\alpha\00000229.png
data\train_processed\images\00000037.png,data\train_processed\alpha\00000037.png
data\train_processed\images\00000749.png,data\train_processed\alpha\00000749.png
data\train_processed\images\00001045.png,data\train_processed\alpha\00001045.png
data\train_processed\images\00001398.png,data\train_processed\alpha\00001398.png
data\train_processed\images\00000469.png,data\train_processed\alpha\00000469.png
data\train_processed\images\00001690.png,data\train_processed\alpha\00001690.png
data\train_processed\images\00001965.png,data\train_processed\alpha\00001965.png
data\train_processed\images\00000687.png,data\train_processed\alpha\00000687.png
data\train_processed\images\00001841.png,data\train_processed\alpha\00001841.png
data\train_processed\images\00000639.png,data\train_processed\alpha\00000639.png
data\train_processed\images\00001710.png,data\train_processed\alpha\00001710.png
data\train_processed\images\00001218.png,data\train_processed\alpha\00001218.png
data\train_processed\images\00001158.png,data\train_processed\alpha\00001158.png
data\train_processed\images\00001415.png,data\train_processed\alpha\00001415.png
data\train_processed\images\00001527.png,data\train_processed\alpha\00001527.png
data\train_processed\images\00001653.png,data\train_processed\alpha\00001653.png
data\train_processed\images\00001300.png,data\train_processed\alpha\00001300.png
data\train_processed\images\00001820.png,data\train_processed\alpha\00001820.png
data\train_processed\images\00000800.png,data\train_processed\alpha\00000800.png
data\train_processed\images\00001603.png,data\train_processed\alpha\00001603.png
data\train_processed\images\00000160.png,data\train_processed\alpha\00000160.png
data\train_processed\images\00000956.png,data\train_processed\alpha\00000956.png
data\train_processed\images\00001186.png,data\train_processed\alpha\00001186.png
data\train_processed\images\00000821.png,data\train_processed\alpha\00000821.png
data\train_processed\images\00001679.png,data\train_processed\alpha\00001679.png
data\train_processed\images\00000877.png,data\train_processed\alpha\00000877.png
data\train_processed\images\00000913.png,data\train_processed\alpha\00000913.png
data\train_processed\images\00000152.png,data\train_processed\alpha\00000152.png
data\train_processed\images\00001834.png,data\train_processed\alpha\00001834.png
data\train_processed\images\00001774.png,data\train_processed\alpha\00001774.png
data\train_processed\images\00000509.png,data\train_processed\alpha\00000509.png
data\train_processed\images\00001135.png,data\train_processed\alpha\00001135.png
data\train_processed\images\00001250.png,data\train_processed\alpha\00001250.png
data\train_processed\images\00001723.png,data\train_processed\alpha\00001723.png
data\train_processed\images\00000103.png,data\train_processed\alpha\00000103.png
data\train_processed\images\00001445.png,data\train_processed\alpha\00001445.png
data\train_processed\images\00001443.png,data\train_processed\alpha\00001443.png
data\train_processed\images\00000586.png,data\train_processed\alpha\00000586.png
data\train_processed\images\00001766.png,data\train_processed\alpha\00001766.png
data\train_processed\images\00001143.png,data\train_processed\alpha\00001143.png
data\train_processed\images\00000053.png,data\train_processed\alpha\00000053.png
data\train_processed\images\00000151.png,data\train_processed\alpha\00000151.png
data\train_processed\images\00000403.png,data\train_processed\alpha\00000403.png
data\train_processed\images\00001940.png,data\train_processed\alpha\00001940.png
data\train_processed\images\00000207.png,data\train_processed\alpha\00000207.png
data\train_processed\images\00001892.png,data\train_processed\alpha\00001892.png
data\train_processed\images\00001122.png,data\train_processed\alpha\00001122.png
data\train_processed\images\00001883.png,data\train_processed\alpha\00001883.png
data\train_processed\images\00000008.png,data\train_processed\alpha\00000008.png
data\train_processed\images\00001014.png,data\train_processed\alpha\00001014.png
data\train_processed\images\00001793.png,data\train_processed\alpha\00001793.png
data\train_processed\images\00001060.png,data\train_processed\alpha\00001060.png
data\train_processed\images\00000452.png,data\train_processed\alpha\00000452.png
data\train_processed\images\00000253.png,data\train_processed\alpha\00000253.png
data\train_processed\images\00001327.png,data\train_processed\alpha\00001327.png
data\train_processed\images\00000896.png,data\train_processed\alpha\00000896.png
data\train_processed\images\00001731.png,data\train_processed\alpha\00001731.png
data\train_processed\images\00000880.png,data\train_processed\alpha\00000880.png
data\train_processed\images\00001595.png,data\train_processed\alpha\00001595.png
data\train_processed\images\00001893.png,data\train_processed\alpha\00001893.png
data\train_processed\images\00000623.png,data\train_processed\alpha\00000623.png
data\train_processed\images\00000345.png,data\train_processed\alpha\00000345.png
data\train_processed\images\00001803.png,data\train_processed\alpha\00001803.png
data\train_processed\images\00000262.png,data\train_processed\alpha\00000262.png
data\train_processed\images\00001634.png,data\train_processed\alpha\00001634.png
data\train_processed\images\00001321.png,data\train_processed\alpha\00001321.png
data\train_processed\images\00001438.png,data\train_processed\alpha\00001438.png
data\train_processed\images\00000150.png,data\train_processed\alpha\00000150.png
data\train_processed\images\00000472.png,data\train_processed\alpha\00000472.png
data\train_processed\images\00000640.png,data\train_processed\alpha\00000640.png
data\train_processed\images\00001980.png,data\train_processed\alpha\00001980.png
data\train_processed\images\00001880.png,data\train_processed\alpha\00001880.png
data\train_processed\images\00000550.png,data\train_processed\alpha\00000550.png
data\train_processed\images\00001777.png,data\train_processed\alpha\00001777.png
data\train_processed\images\00000928.png,data\train_processed\alpha\00000928.png
data\train_processed\images\00000488.png,data\train_processed\alpha\00000488.png
data\train_processed\images\00001809.png,data\train_processed\alpha\00001809.png
data\train_processed\images\00001171.png,data\train_processed\alpha\00001171.png
data\train_processed\images\00000146.png,data\train_processed\alpha\00000146.png
data\train_processed\images\00001702.png,data\train_processed\alpha\00001702.png
data\train_processed\images\00001926.png,data\train_processed\alpha\00001926.png
data\train_processed\images\00000402.png,data\train_processed\alpha\00000402.png
data\train_processed\images\00000954.png,data\train_processed\alpha\00000954.png
data\train_processed\images\00001875.png,data\train_processed\alpha\00001875.png
data\train_processed\images\00000659.png,data\train_processed\alpha\00000659.png
data\train_processed\images\00001372.png,data\train_processed\alpha\00001372.png
data\train_processed\images\00000463.png,data\train_processed\alpha\00000463.png
data\train_processed\images\00001349.png,data\train_processed\alpha\00001349.png
data\train_processed\images\00000186.png,data\train_processed\alpha\00000186.png
data\train_processed\images\00001147.png,data\train_processed\alpha\00001147.png
data\train_processed\images\00001224.png,data\train_processed\alpha\00001224.png
data\train_processed\images\00000608.png,data\train_processed\alpha\00000608.png
data\train_processed\images\00000143.png,data\train_processed\alpha\00000143.png
data\train_processed\images\00000751.png,data\train_processed\alpha\00000751.png
data\train_processed\images\00001534.png,data\train_processed\alpha\00001534.png
data\train_processed\images\00000981.png,data\train_processed\alpha\00000981.png
data\train_processed\images\00000197.png,data\train_processed\alpha\00000197.png
data\train_processed\images\00001633.png,data\train_processed\alpha\00001633.png
data\train_processed\images\00000883.png,data\train_processed\alpha\00000883.png
data\train_processed\images\00000279.png,data\train_processed\alpha\00000279.png
data\train_processed\images\00000293.png,data\train_processed\alpha\00000293.png
